job_tittle_rev,salary_estimation,min_salary_est,max_salary_est,avg_salary_est,skill_excel,skill_python,skill_sql,skill_tableau,skill_powerbi,Rating,company_name,location,state,Headquarters,company_size(emp),Founded,Type of ownership,Industry,Sector,Revenue,avg_revenue_million,min_revenue_million,max_revenue_million
Data Expert (Analyst/Modeler),74000-123000,74000,123000,98500,FALSE,TRUE,TRUE,TRUE,FALSE,4.8,Inventech Info,Houston,Texas,"Bengaluru, India",201-500,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),3,1,5
.Net Developer - Program Data Design Analyst,74000-123000,74000,123000,98500,TRUE,FALSE,TRUE,FALSE,FALSE,2.2,Harris County Appraisal District,Houston,Texas,"Houston, TX",501-1000,1980,Government,Municipal Governments,Government,$50 to $100 million (USD),75,50,100
Data Analyst,53000-94000,53000,94000,73500,TRUE,TRUE,TRUE,FALSE,FALSE,3.1,Mufg,Tempe,Arizona,"Tokyo, Japan",> 10000,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
Sr. Data Analyst,53000-94000,53000,94000,73500,TRUE,TRUE,TRUE,FALSE,TRUE,4.4,Integrate,Phoenix,Arizona,"Phoenix, AZ",201-500,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),37.5,25,50
Data Warehouse Analyst Ii-St,53000-94000,53000,94000,73500,FALSE,FALSE,TRUE,FALSE,TRUE,3.2,Desert Financial Credit Union,Phoenix,Arizona,"Phoenix, AZ",1001-5000,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),75,50,100
Sql Developer/Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,TRUE,FALSE,FALSE,3.7,Corbins Electric,Phoenix,Arizona,"Phoenix, AZ",501-1000,1975,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),300,100,500
Jr. Analyst Data/Reporting,53000-94000,53000,94000,73500,TRUE,FALSE,FALSE,TRUE,FALSE,3.5,"The Judge Group, Inc.",Phoenix,Arizona,"Wayne, PA",1001-5000,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Sr. Data Analyst,53000-94000,53000,94000,73500,TRUE,TRUE,TRUE,TRUE,FALSE,4,Discount Tire,Scottsdale,Arizona,"Scottsdale, AZ",> 10000,1960,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),3500,2000,5000
Data Warehouse Analyst Iii,53000-94000,53000,94000,73500,FALSE,TRUE,FALSE,FALSE,TRUE,3.2,Desert Financial Credit Union,Phoenix,Arizona,"Phoenix, AZ",1001-5000,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),75,50,100
Data Analyst,53000-94000,53000,94000,73500,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,Robert Half,Phoenix,Arizona,"Menlo Park, CA",> 10000,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
Data Analyst,53000-94000,53000,94000,73500,FALSE,FALSE,FALSE,FALSE,FALSE,4.9,"Tekcom Resources, Inc.",Phoenix,Arizona,"King of Prussia, PA",51-200,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst,53000-94000,53000,94000,73500,TRUE,TRUE,TRUE,TRUE,FALSE,4.1,Viasat,Phoenix,Arizona,"Carlsbad, CA",5001-10000,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),1500,1000,2000
Business Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,TRUE,FALSE,FALSE,4.6,National Education Partners,Scottsdale,Arizona,"Scottsdale, AZ",201-500,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),300,100,500
Data Analyst,53000-94000,53000,94000,73500,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,Parker & Lynch,Phoenix,Arizona,"Jacksonville, FL",501-1000,1992,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst,53000-94000,53000,94000,73500,FALSE,TRUE,TRUE,TRUE,FALSE,3,The Accuro Group,Tempe,Arizona,"Raleigh, NC",201-500,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst,53000-94000,53000,94000,73500,FALSE,FALSE,TRUE,FALSE,FALSE,3.2,Modis,Phoenix,Arizona,"Zurich, Switzerland",5001-10000,1994,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),250500,500000,1000
Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,FALSE,FALSE,FALSE,2.9,Gatestone & Co. Inc,Phoenix,Arizona,"North York, Canada",1001-5000,,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst,53000-94000,53000,94000,73500,FALSE,TRUE,TRUE,TRUE,FALSE,3.9,Diverse Lynx,Tempe,Arizona,"Princeton, NJ",501-1000,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Family Involvement Center,Phoenix,Arizona,"Phoenix, AZ",1-50,2002,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),3,1,5
Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,TRUE,FALSE,FALSE,2.5,Career Evolutions,Scottsdale,Arizona,"Scottsdale, AZ",1-50,,Company - Private,,,Less than $1 million (USD),,,
Jr. Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,On Semiconductor,Phoenix,Arizona,"Phoenix, AZ",> 10000,1999,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),7500,5000,10000
Data Experience Analyst,53000-94000,53000,94000,73500,FALSE,FALSE,TRUE,TRUE,FALSE,3.6,Charles Schwab,Phoenix,Arizona,"San Francisco, CA",> 10000,1973,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),7500,5000,10000
Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,TRUE,TRUE,FALSE,4.4,Softcom Systems,Tempe,Arizona,"Princeton, NJ",1-50,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),3,1,5
Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,TRUE,FALSE,FALSE,,Door Sales & Installations,Tempe,Arizona,,,,,,,,,,
"Data Analyst, Marketing",53000-94000,53000,94000,73500,TRUE,FALSE,FALSE,TRUE,FALSE,4.6,National Education Partners,Scottsdale,Arizona,"Scottsdale, AZ",201-500,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),300,100,500
Data Control Business Analyst,53000-94000,53000,94000,73500,FALSE,FALSE,FALSE,FALSE,FALSE,3.1,Mufg,Tempe,Arizona,"Tokyo, Japan",> 10000,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
Network Security System/Data Analyst,53000-94000,53000,94000,73500,FALSE,TRUE,FALSE,FALSE,FALSE,3.1,Mufg,Tempe,Arizona,"Tokyo, Japan",> 10000,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
"Data Center Services Analyst I, Ii, Iii, Or Senior",53000-94000,53000,94000,73500,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,Alaska Usa,Glendale,Arizona,"Anchorage, AK",1001-5000,1948,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),300,100,500
Data Analyst,53000-94000,53000,94000,73500,FALSE,FALSE,TRUE,FALSE,FALSE,2.9,The Paragon Group,Scottsdale,Arizona,"SUNDERLAND, United Kingdom",1001-5000,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),250500,500000,1000
Central Flow Data Analyst,53000-94000,53000,94000,73500,TRUE,FALSE,TRUE,FALSE,FALSE,3.9,Amazon,Tempe,Arizona,"Seattle, WA",> 10000,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),,,
"Data Center Services Analyst I, Ii, Iii, Or Senior",53000-94000,53000,94000,73500,TRUE,FALSE,FALSE,FALSE,FALSE,,Alaskausa Mortgage Company,Glendale,Arizona,,,,,,,,,,
Data Analyst - Data Science And Analytics,46000-102000,46000,102000,74000,TRUE,FALSE,FALSE,FALSE,FALSE,,Mlwiz Team,Phoenix,Arizona,"North Brunswick, NJ",1-50,,Company - Private,,,Unknown / Non-Applicable,,,
Data Analyst,46000-102000,46000,102000,74000,FALSE,FALSE,TRUE,FALSE,FALSE,4.3,Net Orbit Inc,Tempe,Arizona,"Tempe, AZ",501-1000,,Company - Private,,,Unknown / Non-Applicable,,,
Data Programmer/Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,TRUE,FALSE,FALSE,4.3,Arizona State University,Tempe,Arizona,"Tempe, AZ",5001-10000,1885,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),1500,1000,2000
Master Data Operation Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Pk,Phoenix,Arizona,"Portland, OR",1001-5000,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Data Reporting Analyst,46000-102000,46000,102000,74000,FALSE,FALSE,TRUE,TRUE,FALSE,3.9,Mondo,Phoenix,Arizona,"New York, NY",51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Quality Analyst,46000-102000,46000,102000,74000,FALSE,FALSE,FALSE,FALSE,FALSE,3.8,Intraedge,Tempe,Arizona,"Chandler, AZ",501-1000,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Analyst (Global Data And Analytics),46000-102000,46000,102000,74000,FALSE,TRUE,TRUE,FALSE,TRUE,2.9,"Circle K Stores, Inc.",Tempe,Arizona,"Tempe, AZ",> 10000,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),3500,2000,5000
Sr. Business Analyst,46000-102000,46000,102000,74000,FALSE,TRUE,TRUE,FALSE,TRUE,3.4,Shamrock Foods,Phoenix,Arizona,"Phoenix, AZ",1001-5000,1922,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),3500,2000,5000
Sr. Data Analyst,46000-102000,46000,102000,74000,FALSE,TRUE,TRUE,TRUE,FALSE,3.4,Tech Finders,Phoenix,Arizona,"Phoenix, AZ",1-50,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,46000-102000,46000,102000,74000,FALSE,FALSE,FALSE,FALSE,TRUE,3.7,Infotree Service Inc,Chandler,Arizona,"Canton, MI",51-200,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),3,1,5
Automotive Data Analyst,46000-102000,46000,102000,74000,FALSE,FALSE,FALSE,FALSE,FALSE,3.1,O'Reilly Automotive,Phoenix,Arizona,"Springfield, MO",> 10000,1957,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),7500,5000,10000
Reporting & Data Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,TRUE,FALSE,FALSE,,Sanford Federal,Phoenix,Arizona,"Sanford, VA",Unknown-,,Company - Private,,,Unknown / Non-Applicable,,,
Data/Business Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,FALSE,FALSE,FALSE,3.1,Uhaul,Phoenix,Arizona,"Reno, NV",> 10000,1945,Company - Public,Truck Rental & Leasing,Transportation & Logistics,$10+ billion (USD),,,
Data Quality (Dq) Problem Management Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,TRUE,FALSE,FALSE,3.1,Mufg,Tempe,Arizona,"Tokyo, Japan",> 10000,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
Statistician/Data Analyst/Sql Coder,46000-102000,46000,102000,74000,TRUE,FALSE,TRUE,TRUE,FALSE,2.5,Matrix Medical Network,Scottsdale,Arizona,"Scottsdale, AZ",1001-5000,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Business Data Analyst - I,46000-102000,46000,102000,74000,TRUE,FALSE,FALSE,FALSE,FALSE,2.5,"Avacend, Inc.",Tempe,Arizona,"Alpharetta, GA",51-200,,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Technology Analyst | Data Management - Data Integration | Informatica,46000-102000,46000,102000,74000,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,Kaygen Inc.,Phoenix,Arizona,"Irvine, CA",1-50,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),3,1,5
Sr. Data Analyst,46000-102000,46000,102000,74000,FALSE,FALSE,FALSE,FALSE,FALSE,5,Nucleusteq,Phoenix,Arizona,"Phoenix, AZ",201-500,2018,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Systems And Data Analyst,46000-102000,46000,102000,74000,FALSE,FALSE,FALSE,FALSE,FALSE,,Isaac Elementary School District #5,Phoenix,Arizona,,,,,,,,,,
Data Modeler / Analyst With Data Steward,46000-102000,46000,102000,74000,TRUE,FALSE,TRUE,FALSE,FALSE,4.5,Strategic Systems,Tempe,Arizona,"Dublin, OH",201-500,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Sql Data Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,TRUE,FALSE,FALSE,3.3,Edupoint,Mesa,Arizona,"Irvine, CA",1-50,,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),,,
Data Analyst - Financial Advisor Services,46000-102000,46000,102000,74000,FALSE,FALSE,FALSE,FALSE,FALSE,3.2,Vanguard,Scottsdale,Arizona,"Malvern, PA",> 10000,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,,
Marketing Data Analyst,46000-102000,46000,102000,74000,TRUE,TRUE,TRUE,TRUE,FALSE,3.5,Efinancial,Tempe,Arizona,"Bellevue, WA",201-500,2001,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),75,50,100
Clinical Data Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,FALSE,FALSE,FALSE,3,Envision Healthcare,Phoenix,Arizona,"Nashville, TN",> 10000,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Sr. Data Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,FALSE,FALSE,FALSE,,Bartech Group,Chandler,Arizona,"South Holland, IL",51-200,,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,,,
Clinical Data Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Envision Physician Services,Phoenix,Arizona,"Nashville, TN",> 10000,,Company - Private,,,Unknown / Non-Applicable,,,
Senior Data And Reporting Analyst,46000-102000,46000,102000,74000,TRUE,FALSE,TRUE,FALSE,FALSE,4,Saviance Technologies,Phoenix,Arizona,"Metuchen, NJ",201-500,1999,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,46000-102000,46000,102000,74000,FALSE,FALSE,TRUE,FALSE,FALSE,3.5,Atos Syntel Inc.,Phoenix,Arizona,"Troy, MI",> 10000,1980,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD),1500,1000,2000
Data Analyst/Engineer,43000-94000,43000,94000,68500,FALSE,FALSE,TRUE,TRUE,FALSE,3,The Accuro Group,Tempe,Arizona,"Raleigh, NC",201-500,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Finance Data Analyst,43000-94000,43000,94000,68500,FALSE,FALSE,FALSE,FALSE,FALSE,4.9,"Tekcom Resources, Inc.",Phoenix,Arizona,"King of Prussia, PA",51-200,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst/Business Analyst With Sql,43000-94000,43000,94000,68500,TRUE,FALSE,TRUE,FALSE,FALSE,3.9,Diverse Lynx,Phoenix,Arizona,"Princeton, NJ",501-1000,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Financial Data Analyst,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,4.3,Na Ali'I,DC Ranch,Arizona,"Honolulu, HI",201-500,2003,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,,
Technical Business/Data Analyst,43000-94000,43000,94000,68500,TRUE,FALSE,TRUE,FALSE,FALSE,,"Capgemini America, Inc.",Tempe,Arizona,,,,,,,,,,
Accounting Data Analyst,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,Mastech Digital,Phoenix,Arizona,"Moon Township, PA",1001-5000,1986,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst/Scientist Intern,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,,Minit Charger,Tempe,Arizona,"Cranbury, NJ",1-50,,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
Sr. Data Analyst,43000-94000,43000,94000,68500,TRUE,TRUE,TRUE,TRUE,FALSE,,Discount Tire Corporate Careers,Scottsdale,Arizona,,,,,,,,,,
Data Engineer/Database Analyst/Data Analyst,43000-94000,43000,94000,68500,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,Infotree Service Inc,Chandler,Arizona,"Canton, MI",51-200,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),3,1,5
Data System Analyst With Sql,43000-94000,43000,94000,68500,TRUE,FALSE,TRUE,FALSE,FALSE,4.3,Wilco Source,Scottsdale,Arizona,"Santa Clara, CA",51-200,,Company - Private,,,Unknown / Non-Applicable,,,
Sr. Data Analyst,43000-94000,43000,94000,68500,TRUE,FALSE,TRUE,FALSE,FALSE,,Green Lion Search Group,Tempe,Arizona,,,,,,,,,,
Etl Qa / Data Analyst,43000-94000,43000,94000,68500,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,Pegasus Knowledge Solutions,Scottsdale,Arizona,"Schaumburg, IL",201-500,,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),3,1,5
Analyst Pharmacy Quality Data,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,2.7,Alliancerx Walgreens Prime,Tempe,Arizona,"Orlando, FL",1001-5000,2017,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,,
"Analyst, Global Data Governance & Strategy",43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,2.9,"Circle K Stores, Inc.",Tempe,Arizona,"Tempe, AZ",> 10000,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),3500,2000,5000
Sql/Sas Data Analyst,43000-94000,43000,94000,68500,TRUE,TRUE,TRUE,FALSE,FALSE,3.6,Signature Consultants,Chandler,Arizona,"Fort Lauderdale, FL",1001-5000,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Sr. Data Analyst,43000-94000,43000,94000,68500,TRUE,TRUE,TRUE,TRUE,FALSE,,Pure Flix Digital,Scottsdale,Arizona,,,,,,,,,,
Risk/Regulatory Reporting Project Data Analyst,43000-94000,43000,94000,68500,TRUE,FALSE,TRUE,TRUE,FALSE,3.1,Mufg,Tempe,Arizona,"Tokyo, Japan",> 10000,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
Data Architect /Data Modeler/Data Analyst,43000-94000,43000,94000,68500,FALSE,FALSE,FALSE,FALSE,FALSE,4.4,Softcom Systems,Phoenix,Arizona,"Princeton, NJ",1-50,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),3,1,5
Data Analyst - Mid-Level,43000-94000,43000,94000,68500,TRUE,TRUE,FALSE,FALSE,FALSE,3.5,"The Judge Group, Inc.",Tempe,Arizona,"Wayne, PA",1001-5000,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Sr. Data Business Analyst-Docutech,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,First American Financial Corporation,Scottsdale,Arizona,"Santa Ana, CA",> 10000,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),7500,5000,10000
Information Security Data Analyst,43000-94000,43000,94000,68500,FALSE,FALSE,TRUE,FALSE,FALSE,3.6,"Icst, Llc",Glendale,Arizona,"South Portland, ME",501-1000,1996,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Financial And Data Analyst,43000-94000,43000,94000,68500,FALSE,FALSE,FALSE,FALSE,FALSE,3.8,Equity Methods,Scottsdale,Arizona,"Scottsdale, AZ",51-200,,Company - Private,Consulting,Business Services,$10 to $25 million (USD),17.5,10,25
Transportation Data Analyst,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,,Desert Choice Transport,Glendale,Arizona,,,,,,,,,,
Civil Engineer/Gis Data Analyst,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,Stantec,Chandler,Arizona,"Edmonton, Canada",> 10000,1954,Company - Public,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),1500,1000,2000
It Data Protection Analyst,43000-94000,43000,94000,68500,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,Csaa Insurance Group,Glendale,Arizona,"Walnut Creek, CA",1001-5000,1914,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,,,
Business Intelligence - Data Analyst,43000-94000,43000,94000,68500,TRUE,TRUE,TRUE,TRUE,FALSE,3.8,Crisis Response Network,Tempe,Arizona,"Tempe, AZ",51-200,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),37.5,25,50
Jr. Data Analyst,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,5,Georgia It Inc.,Phoenix,Arizona,"Alpharetta, GA",1-50,,Company - Private,,,Less than $1 million (USD),,,
"Data Analyst- San Antonio, Des Moines",43000-94000,43000,94000,68500,TRUE,FALSE,TRUE,FALSE,FALSE,4.1,Kforce,Chandler,Arizona,"Tampa, FL",> 10000,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),1500,1000,2000
Data Analyst Senior,43000-94000,43000,94000,68500,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,Kineticom,Chandler,Arizona,"San Diego, CA",201-500,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),37.5,25,50
Data Analyst,45000-78000,45000,78000,61500,TRUE,FALSE,FALSE,TRUE,FALSE,4.1,Intersources Inc.,Mesa,Arizona,"Fremont, CA",51-200,2007,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Card Data Analyst,45000-78000,45000,78000,61500,TRUE,FALSE,FALSE,FALSE,FALSE,4,Gtn Technical Staffing,Tempe,Arizona,"Dallas, TX",201-500,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),37.5,25,50
"It Data Analyst, Ts/Sci With Poly",45000-78000,45000,78000,61500,TRUE,FALSE,FALSE,FALSE,FALSE,3.8,"Aoc Solutions, Inc.",DC Ranch,Arizona,"Chantilly, VA",51-200,1996,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),3,1,5
"Senior Analyst, Global Data Governance & Strategy",45000-78000,45000,78000,61500,TRUE,FALSE,FALSE,FALSE,FALSE,2.9,"Circle K Stores, Inc.",Tempe,Arizona,"Tempe, AZ",> 10000,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),3500,2000,5000
Data Analyst With Etl Tools And Edw,45000-78000,45000,78000,61500,FALSE,FALSE,TRUE,FALSE,FALSE,,Livemindz,Tempe,Arizona,"Dallas, TX",51-200,,Company - Private,,,Unknown / Non-Applicable,,,
"Underwriting Analyst (Strong Data Analytics In Actuarial, Statistics Etc)",45000-78000,45000,78000,61500,TRUE,FALSE,FALSE,TRUE,FALSE,3.1,Blue Cross Blue Shield Of Arizona,Phoenix,Arizona,"Phoenix, AZ",1001-5000,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,,,
Jpsc-6986 - Data Governance Analyst,45000-78000,45000,78000,61500,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,Avani Technology Solutions,Scottsdale,Arizona,"Rochester, NY",501-1000,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Project Regulatory/Risk Data Analyst,45000-78000,45000,78000,61500,TRUE,FALSE,TRUE,TRUE,FALSE,3.1,Mufg,Tempe,Arizona,"Tokyo, Japan",> 10000,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
Marketing Data Analyst Coordinator,45000-78000,45000,78000,61500,TRUE,TRUE,TRUE,TRUE,FALSE,,Audacious Studios Llc,Tempe,Arizona,"Tempe, AZ",Unknown-,,Company - Private,,,Unknown / Non-Applicable,,,
Language Data Analyst,45000-78000,45000,78000,61500,FALSE,FALSE,FALSE,FALSE,FALSE,2.8,Transperfect,Tempe,Arizona,"New York, NY",1001-5000,1992,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),250500,500000,1000
Senior Analyst - Client Data,45000-78000,45000,78000,61500,TRUE,FALSE,TRUE,FALSE,FALSE,2.9,Cvs Health,Scottsdale,Arizona,"Woonsocket, RI",> 10000,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),,,
Jr. Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,FALSE,TRUE,3.6,Greenphire,King of Prussia,Pennsylavnia,"King of Prussia, PA",201-500,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),75,50,100
Data Analyst - Priceguide,41000-78000,41000,78000,59500,FALSE,FALSE,TRUE,FALSE,FALSE,3.6,Ecri,Plymouth Meeting,Pennsylavnia,"Plymouth Meeting, PA",201-500,1968,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Sr. Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,TRUE,FALSE,2.3,United Biosource,Blue Bell,Pennsylavnia,"Blue Bell, PA",1001-5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),300,100,500
Jr. Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,FALSE,FALSE,3.2,Revantage Corporate Services,Fort Washington,Pennsylavnia,"Chicago, IL",201-500,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,,,
Sr. Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,TRUE,TRUE,3.6,Community Behavioral Health,Philadelphia,Pennsylavnia,"Phila, PA",201-500,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),250500,500000,1000
Data Analyst,41000-78000,41000,78000,59500,FALSE,FALSE,FALSE,FALSE,FALSE,4.7,Stratis Iot Inc,Philadelphia,Pennsylavnia,"Philadelphia, PA",1-50,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,FALSE,FALSE,3.9,Ampcus Incorporated,Philadelphia,Pennsylavnia,"Chantilly, VA",501-1000,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD),75,50,100
Data Analyst,41000-78000,41000,78000,59500,TRUE,FALSE,TRUE,TRUE,FALSE,3.9,Mondo,Wilmington,Delaware,"New York, NY",51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
